nome_cliente;Plano;dt_desativacao_sac;dt_cadastro_sac;st_diavencimento_sac;st_cartaobandeira_sac;campo1;st_estado_sac;Pacote de mensagem;Valor;MRR
93938;Sea;;08/03/2021;15;Boleto;;SP;;1000;1000
93939;Sea;09/24/2021;08/03/2021;5;Boleto;;SP;;1000;1000
93940;Sea;10/07/2021;08/03/2021;5;Cartão de crédito;;CE;;1000;1000
93941;Sea;08/16/2021;08/02/2021;5;Cartão de crédito;;SC;;1000;1000
93942;Sea;10/06/2021;08/02/2021;5;Cartão de crédito;;SP;;1000;1000
93943;Sea;10/13/2021;08/02/2021;5;Boleto;;SP;;1000;1000
93944;Sea;10/25/2021;08/02/2021;5;Cartão de crédito;;SP;;1000;1000
93945;Sea;06/27/2022;07/31/2021;25;Cartão de crédito;;SC;;1000;1000
93946;Sea;;07/30/2021;25;Cartão de crédito;;SP;;1000;1000
93947;Sea;08/01/2021;07/30/2021;25;Boleto;;PR;;1000;1000
93948;Sea;07/30/2021;07/30/2021;30;Boleto;;SP;;1000;1000
93949;Sea;;07/30/2021;25;Boleto;;BA;;1000;1000
93948;Sea;;07/30/2021;25;Boleto;;SP;;1000;1000
93950;Sea;12/22/2021;07/30/2021;25;Boleto;;SP;;1000;1000
93951;Sea;;07/30/2021;25;Cartão de crédito;;SC;;1000;1000
93952;Sea;03/06/2023;07/30/2021;25;Cartão de crédito;;SP;;1000;1000
93953;Sea;10/31/2022;07/30/2021;30;Cartão de crédito;;BA;;1000;1000
93954;Sea;;07/30/2021;25;Boleto;;RS;;1000;1000
93933;Sea;09/30/2021;07/30/2021;25;Cartão de crédito;;RJ;;1000;1000
93955;Sea;07/29/2022;07/29/2021;25;Cartão de crédito;;DF;;1000;1000
93956;Sea;12/23/2022;07/29/2021;25;Boleto;;SP;;1000;1000
93957;Sea;09/22/2021;07/29/2021;25;Cartão de crédito;;SP;;1000;1000
93958;Sea;08/16/2021;07/29/2021;25;Boleto;;SP;;1000;1000
93959;Sea;04/26/2023;07/29/2021;25;Boleto;;SP;;1000;1000
93960;Sea;;07/29/2021;25;Boleto;;SP;;1000;1000
93961;Sea;;07/29/2021;25;Boleto;;SP;;1000;1000
93962;Sea;11/25/2021;07/29/2021;25;Boleto;;BA;;1000;1000
93963;Sea;12/22/2022;07/28/2021;25;Cartão de crédito;;SC;;1000;1000
93964;Sea;09/30/2021;07/28/2021;25;Cartão de crédito;;AL;;1000;1000
93965;Sea;10/25/2021;07/28/2021;25;Cartão de crédito;;SP;;1000;1000
93966;Sea;;07/28/2021;25;Cartão de crédito;;BA;;1000;1000
93967;Sea;05/26/2022;07/28/2021;25;Boleto;;SP;;1000;1000
93968;Sea;08/06/2021;07/28/2021;25;Boleto;;PE;;1000;1000
93969;Sea;11/09/2021;07/28/2021;25;Cartão de crédito;;SP;;1000;1000
93970;Sea;;07/28/2021;25;Boleto;;RJ;;1000;1000
93971;Sea;02/17/2022;07/28/2021;25;Cartão de crédito;;PE;;1000;1000
93972;Sea;03/31/2022;07/28/2021;25;Cartão de crédito;;GO;;1000;1000
93973;Sea;05/23/2022;07/28/2021;25;Boleto;;MA;;1000;1000
93974;Sea;;07/28/2021;11;Boleto;;RJ;;1000;1000
91713;Sea;09/16/2022;07/28/2021;25;Cartão de crédito;;SP;;1000;1000
93975;Sea;;07/28/2021;25;Cartão de crédito;;SP;;1000;1000
93976;Sea;07/28/2021;07/27/2021;25;Cartão de crédito;;SP;;1000;1000
93977;Sea;09/23/2021;07/27/2021;25;Cartão de crédito;;SP;;1000;1000
93978;Sea;;07/27/2021;11;Cartão de crédito;;RS;;1000;1000
93979;Sea;;07/27/2021;25;Cartão de crédito;;RJ;;1000;1000
93980;Sea;05/26/2022;07/27/2021;25;Cartão de crédito;;BA;;1000;1000
93981;Sea;09/28/2021;07/27/2021;25;Cartão de crédito;;SP;;1000;1000
93982;Sea;05/25/2022;07/27/2021;25;Cartão de crédito;;GO;;1000;1000
93983;Sea;;07/26/2021;25;Boleto;;PR;;1000;1000
93984;Sea;03/14/2022;07/26/2021;25;Cartão de crédito;;PR;;1000;1000
93985;Sea;08/10/2021;07/26/2021;26;Boleto;;RJ;;1000;1000
93985;Sea;;07/26/2021;25;Boleto;;RJ;;1000;1000
93986;Sea;09/30/2021;07/26/2021;25;Boleto;;SP;;1000;1000
93987;Sea;;07/26/2021;25;Boleto;;PR;;1000;1000
93988;Sea;09/21/2021;07/26/2021;25;Cartão de crédito;;SC;;1000;1000
93989;Sea;09/14/2021;07/24/2021;25;Cartão de crédito;;PA;;1000;1000
93990;Sea;;07/23/2021;25;Cartão de crédito;;PE;;1000;1000
93991;Sea;05/09/2022;07/23/2021;28;Boleto;;SP;;1000;1000
93992;Sea;;07/23/2021;25;Boleto;;PR;;1000;1000
93993;Sea;06/21/2022;07/23/2021;25;Boleto;;RJ;;1000;1000
93994;Sea;06/01/2022;07/22/2021;25;Boleto;;SP;;1000;1000
93995;Sea;09/01/2021;07/22/2021;25;Boleto;;SP;;1000;1000
93996;Sea;;07/22/2021;25;Boleto;;SP;;1000;1000
93997;Sea;01/25/2022;07/22/2021;25;Cartão de crédito;;SP;;1000;1000
93998;Sea;09/29/2021;07/22/2021;25;Boleto;;MG;;1000;1000
93999;Sea;;07/22/2021;25;Cartão de crédito;;SC;;1000;1000
94000;Sea;04/14/2023;07/22/2021;25;Boleto;;SP;;1000;1000
94001;Sea;05/17/2022;07/21/2021;25;Cartão de crédito;;SC;;1000;1000
94002;Sea;09/15/2021;07/21/2021;25;Cartão de crédito;;MG;;1000;1000
94003;Sea;09/01/2021;07/21/2021;25;Cartão de crédito;;SP;;1000;1000
94004;Sea;;07/21/2021;25;Cartão de crédito;;SP;;1000;1000
94005;Sea;09/15/2021;07/21/2021;25;Cartão de crédito;;SP;;1000;1000
94006;Sea;;07/21/2021;25;Cartão de crédito;;SC;;1000;1000
94007;Sea;11/21/2022;07/21/2021;25;Boleto;;SP;;1000;1000
94008;Sea;07/20/2021;07/20/2021;25;Cartão de crédito;;RS;;1000;1000
94008;Sea;;07/20/2021;25;Cartão de crédito;;RS;;1000;1000
94009;Sea;09/15/2022;07/20/2021;25;Boleto;;BA;;1000;1000
94010;Sea;12/19/2022;07/20/2021;25;Cartão de crédito;;SP;;1000;1000
94011;Sea;06/08/2022;07/20/2021;25;Boleto;;PR;;1000;1000
94012;Sea;01/27/2022;07/20/2021;25;Cartão de crédito;;SP;;1000;1000
94013;Sea;03/21/2022;07/19/2021;20;Cartão de crédito;;SP;;1000;1000
94014;Sea;04/29/2022;07/19/2021;20;Cartão de crédito;;SP;;1000;1000
94015;Sea;09/14/2021;07/19/2021;20;Boleto;;SP;;1000;1000
94016;Sea;09/24/2021;07/19/2021;20;Boleto;;SP;;1000;1000
94017;Sea;09/14/2021;07/19/2021;20;Boleto;;SP;;1000;1000
94018;Sea;09/14/2021;07/19/2021;20;Boleto;;SP;;1000;1000
94019;Sea;07/30/2021;07/19/2021;20;Boleto;;RJ;;1000;1000
94020;Sea;10/21/2021;07/19/2021;20;Boleto;;SP;;1000;1000
94021;Sea;08/26/2022;07/19/2021;20;Boleto;;MG;;1000;1000
94022;Sea;07/20/2021;07/19/2021;20;Cartão de crédito;;SP;;1000;1000
94023;Sea;11/16/2022;07/19/2021;20;Cartão de crédito;;PR;;1000;1000
94024;Sea;;07/19/2021;20;Cartão de crédito;;RJ;;1000;1000
94025;Sea;;07/16/2021;23;Cartão de crédito;;SP;;1000;1000
94026;Sea;;07/16/2021;15;Cartão de crédito;;GO;;1000;1000
94027;Sea;10/21/2021;07/16/2021;20;Boleto;;CE;;1000;1000
94028;Sea;11/11/2021;07/16/2021;20;Boleto;;CE;;1000;1000
94029;Sea;04/22/2022;07/16/2021;20;Cartão de crédito;;RS;;1000;1000
94030;Sea;08/05/2021;07/16/2021;20;Boleto;;GO;;1000;1000
94031;Sea;10/18/2021;07/16/2021;20;Boleto;;MG;;1000;1000
94032;Sea;09/23/2021;07/16/2021;20;Cartão de crédito;;MT;;1000;1000
94033;Sea;06/01/2022;07/15/2021;20;Cartão de crédito;;MT;;1000;1000
94034;Sea;10/20/2021;07/15/2021;20;Boleto;;BA;;1000;1000
94035;Sea;07/20/2022;07/15/2021;20;Cartão de crédito;;SP;;1000;1000
94036;Sea;;07/15/2021;20;Boleto;;SP;;1000;1000
94037;Sea;;07/15/2021;20;Boleto;;MG;;1000;1000
94038;Sea;;07/15/2021;20;Boleto;;RJ;;1000;1000
94039;Sea;;07/15/2021;20;Cartão de crédito;;GO;;1000;1000
94040;Sea;01/11/2022;07/15/2021;20;Cartão de crédito;;SP;;1000;1000
94041;Sea;03/23/2022;07/14/2021;20;Cartão de crédito;;SP;;1000;1000
94042;Sea;;07/14/2021;20;Boleto;;SP;;1000;1000
94043;Sea;07/15/2021;07/14/2021;15;Cartão de crédito;;SP;;1000;1000
94043;Sea;;07/14/2021;15;Cartão de crédito;;SP;;1000;1000
94044;Sea;01/05/2022;07/14/2021;15;Cartão de crédito;;SP;;1000;1000
94045;Sea;10/24/2022;07/14/2021;15;Cartão de crédito;;RS;;1000;1000
94046;Sea;;07/14/2021;10;Boleto;;RS;;1000;1000
94029;Sea;07/20/2021;07/14/2021;15;Boleto;;RS;;1000;1000
94029;Sea;07/15/2021;07/14/2021;15;Boleto;;RS;;1000;1000
94047;Sea;08/09/2021;07/14/2021;15;Cartão de crédito;;PR;;1000;1000
94048;Sea;08/26/2021;07/13/2021;15;Cartão de crédito;;RS;;1000;1000
94049;Sea;10/21/2021;07/13/2021;15;Cartão de crédito;;SP;;1000;1000
94050;Sea;05/25/2022;07/13/2021;15;Cartão de crédito;;PR;;1000;1000
94051;Sea;10/21/2021;07/13/2021;15;Boleto;;SP;;1000;1000
94052;Sea;05/04/2022;07/13/2021;15;Boleto;;SP;;1000;1000
94053;Sea;08/16/2021;07/13/2021;15;Cartão de crédito;;PE;;1000;1000
94054;Sea;07/15/2021;07/12/2021;15;Cartão de crédito;;SC;;1000;1000
94054;Sea;07/15/2021;07/12/2021;15;Cartão de crédito;;SC;;1000;1000
94055;Sea;;07/12/2021;15;Cartão de crédito;;SC;;1000;1000
94056;Sea;03/02/2022;07/12/2021;15;Boleto;;SP;;1000;1000
94057;Sea;08/20/2021;07/10/2021;15;Cartão de crédito;;SP;;1000;1000
94058;Sea;07/09/2021;07/09/2021;9;Cartão de crédito;;SC;;1000;1000
94058;Sea;07/09/2021;07/09/2021;9;Cartão de crédito;;SC;;1000;1000
94058;Sea;;07/09/2021;10;Cartão de crédito;;SC;;1000;1000
94059;Sea;05/20/2022;07/09/2021;10;Boleto;;MG;;1000;1000
94060;Sea;08/04/2021;07/08/2021;10;Boleto;;SP;;1000;1000
94061;Sea;08/09/2021;07/08/2021;10;Cartão de crédito;;RS;;1000;1000
94062;Sea;07/12/2022;07/08/2021;10;Boleto;;GO;;1000;1000
94063;Sea;;07/08/2021;10;Boleto;;SC;;1000;1000
94064;Sea;;07/08/2021;10;Boleto;;SC;;1000;1000
94065;Sea;;07/08/2021;10;Boleto;;SC;;1000;1000
94066;Sea;02/08/2023;07/08/2021;10;Boleto;;SP;;1000;1000
94067;Sea;;07/08/2021;10;Cartão de crédito;;RS;;1000;1000
94068;Sea;09/01/2021;07/08/2021;10;Boleto;;SP;;1000;1000
94069;Sea;06/28/2022;07/07/2021;10;Boleto;;SP;;1000;1000
94070;Sea;07/28/2021;07/07/2021;10;Cartão de crédito;;RS;;1000;1000
94071;Sea;;07/07/2021;10;Cartão de crédito;;SP;;1000;1000
94072;Sea;;07/06/2021;10;Cartão de crédito;;RS;;1000;1000
94073;Sea;09/16/2021;07/06/2021;10;Boleto;;RJ;;1000;1000
94074;Sea;06/06/2022;07/06/2021;10;Boleto;;PR;;1000;1000
94075;Sea;07/29/2022;07/05/2021;10;Boleto;;PB;;1000;1000
94076;Sea;02/17/2022;07/05/2021;10;Cartão de crédito;;PR;;1000;1000
94077;Sea;09/15/2021;07/05/2021;10;Cartão de crédito;;RJ;;1000;1000
94078;Sea;09/02/2021;07/04/2021;10;Cartão de crédito;;SC;;1000;1000
94079;Sea;11/11/2021;07/02/2021;5;Cartão de crédito;;MG;;1000;1000
94080;Sea;08/11/2021;07/02/2021;5;Cartão de crédito;;GO;;1000;1000
94081;Sea;10/04/2022;07/02/2021;5;Cartão de crédito;;SP;;1000;1000
94082;Sea;10/04/2021;07/02/2021;5;Cartão de crédito;;SP;;1000;1000
94083;Sea;10/15/2021;07/02/2021;5;Cartão de crédito;;RJ;;1000;1000
94084;Sea;05/25/2022;07/02/2021;15;Boleto;;SP;;1000;1000
94085;Sea;;07/02/2021;5;Boleto;;SP;;1000;1000
94086;Sea;06/13/2022;07/02/2021;5;Cartão de crédito;;SP;;1000;1000
94087;Sea;12/01/2021;07/02/2021;5;Boleto;;SP;;1000;1000
94088;Sea;;07/02/2021;5;Boleto;;RJ;;1000;1000
94089;Sea;07/05/2021;07/01/2021;5;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/05/2021;07/01/2021;1;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;07/01/2021;1;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/05/2021;07/01/2021;5;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;07/01/2021;1;Boleto;;SP;;1000;1000
94089;Sea;07/01/2021;07/01/2021;1;Boleto;;SP;;1000;1000
94090;Sea;07/01/2021;07/01/2021;5;Cartão de crédito;;PR;;1000;1000
94091;Sea;07/01/2021;07/01/2021;5;Cartão de crédito;;PR;;1000;1000
94092;Sea;;07/01/2021;5;Cartão de crédito;;SP;;1000;1000
94093;Sea;05/25/2022;06/30/2021;15;Boleto;;PR;;1000;1000
94094;Sea;;06/30/2021;5;Cartão de crédito;;SP;;1000;1000
94095;Sea;;06/30/2021;25;Cartão de crédito;;AM;;1000;1000
94096;Sea;07/27/2021;06/30/2021;25;Cartão de crédito;;MG;;1000;1000
94097;Sea;;06/30/2021;25;Cartão de crédito;;PR;;1000;1000
94098;Sea;08/12/2022;06/30/2021;25;Cartão de crédito;;MG;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94099;Sea;11/23/2022;06/30/2021;25;Boleto;;MG;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94100;Sea;08/25/2021;06/30/2021;25;Cartão de crédito;;SP;;1000;1000
94101;Sea;;06/30/2021;25;Cartão de crédito;;SP;;1000;1000
94102;Sea;09/28/2022;06/30/2021;25;Boleto;;BA;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94089;Sea;07/01/2021;06/30/2021;30;Cartão de crédito;;SP;;1000;1000
94103;Sea;04/24/2022;06/30/2021;25;Boleto;;MA;;1000;1000
94104;Sea;07/26/2022;06/30/2021;25;Cartão de crédito;;SP;;1000;1000
94105;Sea;;06/30/2021;25;Cartão de crédito;;RS;;1000;1000
94106;Sea;10/14/2021;06/30/2021;30;Cartão de crédito;;PR;;1000;1000
94107;Sea;09/30/2021;06/30/2021;25;Boleto;;SP;;1000;1000
94108;Sea;06/30/2021;06/30/2021;25;Cartão de crédito;;MG;;1000;1000
94109;Sea;;06/30/2021;25;Boleto;;SP;;1000;1000
94110;Sea;06/30/2021;06/30/2021;30;Cartão de crédito;;MG;;1000;1000
94110;Sea;10/07/2021;06/30/2021;5;Cartão de crédito;;MG;;1000;1000
94111;Sea;08/08/2022;06/29/2021;6;Boleto;;PR;;1000;1000
94112;Sea;11/24/2021;06/29/2021;25;Cartão de crédito;;SP;;1000;1000
94113;Sea;08/26/2021;06/29/2021;25;Cartão de crédito;;PE;;1000;1000
94114;Sea;02/13/2023;06/29/2021;25;Boleto;;SP;;1000;1000
94115;Sea;;06/29/2021;25;Cartão de crédito;;RJ;;1000;1000
94116;Sea;;06/29/2021;25;Boleto;;SP;;1000;1000
94117;Sea;08/26/2021;06/29/2021;25;Boleto;;SP;;1000;1000
94118;Sea;;06/29/2021;25;Cartão de crédito;;SP;;1000;1000
94119;Sea;08/27/2021;06/29/2021;25;Boleto;;AM;;1000;1000
94120;Sea;02/21/2022;06/29/2021;25;Cartão de crédito;;SP;;1000;1000
94121;Sea;06/30/2021;06/29/2021;25;Cartão de crédito;;SP;;1000;1000
94122;Sea;;06/29/2021;25;Cartão de crédito;;SP;;1000;1000
94123;Sea;07/14/2021;06/28/2021;25;Cartão de crédito;;SP;;1000;1000
94124;Sea;08/12/2022;06/28/2021;25;Boleto;;SP;;1000;1000
94125;Sea;;06/28/2021;25;Cartão de crédito;;SC;;1000;1000
94126;Sea;06/28/2021;06/28/2021;25;Boleto;;SC;;1000;1000
94127;Sea;09/21/2021;06/28/2021;25;Cartão de crédito;;RS;;1000;1000
94128;Sea;07/16/2021;06/28/2021;25;Cartão de crédito;;SP;;1000;1000
94129;Sea;08/26/2021;06/28/2021;25;Cartão de crédito;;PB;;1000;1000
94130;Sea;10/25/2021;06/28/2021;25;Boleto;;SP;;1000;1000
94131;Sea;08/26/2021;06/28/2021;25;Cartão de crédito;;SP;;1000;1000
94132;Sea;;06/28/2021;10;Boleto;;MG;;1000;1000
94133;Sea;12/26/2022;06/28/2021;25;Cartão de crédito;;GO;;1000;1000
94134;Sea;02/22/2022;06/28/2021;25;Boleto;;SP;;1000;1000
94110;Sea;06/28/2021;06/26/2021;25;Cartão de crédito;;MG;;1000;1000
94135;Sea;06/30/2021;06/26/2021;25;Cartão de crédito;;SC;;1000;1000
94136;Sea;;06/26/2021;25;Cartão de crédito;;PE;;1000;1000
94137;Sea;09/19/2022;06/25/2021;25;Boleto;;MG;;1000;1000
94138;Sea;;06/25/2021;25;Cartão de crédito;;PA;;1000;1000
94139;Sea;;06/25/2021;25;Boleto;;SP;;1000;1000
94140;Sea;01/27/2022;06/25/2021;25;Cartão de crédito;;SP;;1000;1000
94141;Sea;;06/25/2021;25;Cartão de crédito;;SP;;1000;1000
94142;Sea;01/18/2022;06/25/2021;25;Cartão de crédito;;BA;;1000;1000
94143;Sea;03/22/2022;06/25/2021;25;Cartão de crédito;;GO;;1000;1000
94144;Sea;08/24/2021;06/25/2021;25;Boleto;;SP;;1000;1000
94145;Sea;08/26/2021;06/25/2021;25;Cartão de crédito;;MT;;1000;1000
94146;Sea;03/14/2022;06/25/2021;25;Cartão de crédito;;RJ;;1000;1000
94147;Sea;11/11/2022;06/24/2021;25;Cartão de crédito;;SP;;1000;1000
94148;Sea;06/21/2022;06/24/2021;25;Boleto;;MG;;1000;1000
94149;Sea;06/28/2021;06/24/2021;25;Cartão de crédito;;RJ;;1000;1000
94150;Sea;07/02/2021;06/24/2021;25;Cartão de crédito;;RJ;;1000;1000
94151;Sea;09/22/2021;06/24/2021;25;Cartão de crédito;;BA;;1000;1000
94152;Sea;05/05/2022;06/24/2021;25;Cartão de crédito;;AP;;1000;1000
94153;Sea;05/12/2022;06/24/2021;25;Boleto;;GO;;1000;1000
94154;Sea;07/20/2021;06/24/2021;25;Boleto;;SP;;1000;1000
94155;Sea;09/21/2022;06/24/2021;25;Cartão de crédito;;PR;;1000;1000
94156;Sea;07/12/2021;06/24/2021;25;Cartão de crédito;;CE;;1000;1000
94157;Sea;06/28/2021;06/23/2021;25;Cartão de crédito;;MG;;1000;1000
94158;Sea;06/25/2021;06/23/2021;25;Cartão de crédito;;RJ;;1000;1000
94158;Sea;02/27/2023;06/23/2021;25;Cartão de crédito;;RJ;;1000;1000
94159;Sea;06/23/2021;06/22/2021;25;Cartão de crédito;;SP;;1000;1000
94159;Sea;07/23/2021;06/22/2021;25;Cartão de crédito;;SP;;1000;1000
91713;Sea;08/26/2022;06/22/2021;25;Cartão de crédito;;SP;;1000;1000
94160;Sea;;06/22/2021;25;Cartão de crédito;;PR;;1000;1000
94161;Sea;05/26/2022;06/22/2021;25;Boleto;;SC;;1000;1000
94162;Sea;07/26/2021;06/22/2021;25;Cartão de crédito;;MG;;1000;1000
94163;Sea;01/07/2022;06/22/2021;25;Cartão de crédito;;MG;;1000;1000
94164;Sea;07/26/2021;06/22/2021;25;Cartão de crédito;;SP;;1000;1000
94165;Sea;08/26/2021;06/22/2021;25;Cartão de crédito;;MG;;1000;1000
94166;Sea;08/19/2021;06/21/2021;25;Boleto;;RJ;;1000;1000
94167;Sea;12/14/2022;06/21/2021;25;Cartão de crédito;;PB;;1000;1000
94168;Sea;;06/21/2021;25;Cartão de crédito;;SP;;1000;1000
94169;Sea;12/14/2021;06/21/2021;25;Cartão de crédito;;SP;;1000;1000
94170;Sea;10/18/2022;06/21/2021;25;Cartão de crédito;;BA;;1000;1000
94171;Sea;06/28/2022;06/21/2021;25;Boleto;;SP;;1000;1000
94172;Sea;;06/19/2021;20;Cartão de crédito;;AM;;1000;1000
94173;Sea;03/21/2022;06/18/2021;20;Cartão de crédito;;SP;;1000;1000
94174;Sea;;06/18/2021;20;Boleto;;MG;;1000;1000
94175;Sea;08/10/2021;06/18/2021;20;Boleto;;SP;;1000;1000
94176;Sea;;06/18/2021;20;Boleto;;SP;;1000;1000
94177;Sea;04/14/2022;06/18/2021;20;Cartão de crédito;;DF;;1000;1000
94178;Sea;04/22/2022;06/18/2021;20;Cartão de crédito;;RO;;1000;1000
94179;Sea;07/15/2021;06/18/2021;20;Boleto;;PE;;1000;1000
94180;Sea;07/01/2021;06/17/2021;20;Cartão de crédito;;RJ;;1000;1000
94181;Sea;08/16/2021;06/17/2021;20;Boleto;;AM;;1000;1000
94182;Sea;12/01/2021;06/17/2021;20;Cartão de crédito;;SP;;1000;1000
94183;Sea;07/28/2021;06/16/2021;20;Cartão de crédito;;MG;;1000;1000
94184;Sea;;06/16/2021;20;Cartão de crédito;;BA;;1000;1000
94185;Sea;04/07/2022;06/16/2021;20;Cartão de crédito;;MG;;1000;1000
94186;Sea;12/22/2022;06/16/2021;20;Boleto;;SP;;1000;1000
94187;Sea;09/23/2021;06/16/2021;20;Cartão de crédito;;PR;;1000;1000
94188;Sea;09/29/2021;06/16/2021;20;Cartão de crédito;;SP;;1000;1000
94189;Sea;07/05/2021;06/16/2021;20;Cartão de crédito;;SP;;1000;1000
94190;Sea;11/24/2021;06/16/2021;20;Cartão de crédito;;PE;;1000;1000
94191;Sea;05/03/2023;06/16/2021;20;Cartão de crédito;;PR;;1000;1000
94192;Sea;12/08/2022;06/16/2021;20;Cartão de crédito;;SP;;1000;1000
94193;Sea;02/22/2022;06/15/2021;20;Boleto;;SP;;1000;1000
94194;Sea;08/17/2022;06/15/2021;20;Cartão de crédito;;SP;;1000;1000
94195;Sea;;06/15/2021;20;Cartão de crédito;;MG;;1000;1000
94196;Sea;08/12/2022;06/15/2021;20;Boleto;;RJ;;1000;1000
94197;Sea;05/11/2022;06/15/2021;20;Cartão de crédito;;SC;;1000;1000
94198;Sea;01/14/2022;06/15/2021;20;Cartão de crédito;;GO;;1000;1000
94199;Sea;05/26/2022;06/15/2021;20;Boleto;;RJ;;1000;1000
94200;Sea;07/21/2021;06/15/2021;20;Cartão de crédito;;GO;;1000;1000
94201;Sea;08/24/2022;06/14/2021;27;Boleto;;SP;;1000;1000
94202;Sea;07/16/2021;06/14/2021;15;Cartão de crédito;;MS;;1000;1000
94203;Sea;;06/14/2021;15;Cartão de crédito;;SP;;1000;1000
94204;Sea;;06/14/2021;15;Cartão de crédito;;SP;;1000;1000
94205;Sea;08/26/2021;06/14/2021;15;Cartão de crédito;;SP;;1000;1000
94206;Sea;05/09/2022;06/14/2021;15;Boleto;;RS;;1000;1000
94207;Sea;;06/14/2021;15;Boleto;;SP;;1000;1000
94208;Sea;04/26/2023;06/14/2021;15;Cartão de crédito;;SP;;1000;1000
94209;Sea;07/12/2021;06/13/2021;15;Cartão de crédito;;RJ;;1000;1000
94210;Sea;06/25/2021;06/13/2021;15;Cartão de crédito;;SP;;1000;1000
94211;Sea;07/30/2021;06/11/2021;15;Cartão de crédito;;SP;;1000;1000
94212;Sea;03/02/2023;06/11/2021;22;Boleto;;PR;;1000;1000
94213;Sea;08/11/2021;06/11/2021;15;Cartão de crédito;;PR;;1000;1000
94214;Sea;07/15/2021;06/11/2021;15;Cartão de crédito;;RJ;;1000;1000
94215;Sea;;06/11/2021;15;Boleto;;RJ;;1000;1000
94216;Sea;;06/11/2021;15;Boleto;;SP;;1000;1000
94217;Sea;;06/11/2021;15;Boleto;;SP;;1000;1000
94218;Sea;;06/11/2021;15;Boleto;;SP;;1000;1000
94219;Sea;10/28/2022;06/11/2021;15;Cartão de crédito;;GO;;1000;1000
94220;Sea;09/15/2021;06/11/2021;15;Cartão de crédito;;SP;;1000;1000
94221;Sea;;06/10/2021;15;Cartão de crédito;;PR;;1000;1000
94134;Sea;06/17/2021;06/10/2021;15;Boleto;;SP;;1000;1000
94222;Sea;08/10/2021;06/10/2021;25;Boleto;;RS;;1000;1000
94223;Sea;02/23/2023;06/10/2021;15;Cartão de crédito;;MG;;1000;1000
94224;Sea;07/15/2022;06/10/2021;15;Boleto;;SP;;1000;1000
94225;Sea;;06/10/2021;15;Cartão de crédito;;SP;;1000;1000
94226;Sea;07/21/2021;06/10/2021;15;Cartão de crédito;;SP;;1000;1000
94227;Sea;06/16/2021;06/10/2021;15;Boleto;;RJ;;1000;1000
94228;Sea;01/04/2022;06/10/2021;15;Cartão de crédito;;RJ;;1000;1000
94229;Sea;03/03/2022;06/09/2021;10;Cartão de crédito;;SP;;1000;1000
94230;Sea;;06/09/2021;10;Boleto;;RS;;1000;1000
94231;Sea;;06/09/2021;10;Cartão de crédito;;CE;;1000;1000
94232;Sea;08/09/2021;06/09/2021;10;Cartão de crédito;;MG;;1000;1000
91768;Sea;12/20/2021;06/09/2021;20;Cartão de crédito;;RJ;;1000;1000
91768;Sea;06/09/2021;06/09/2021;10;Cartão de crédito;;RJ;;1000;1000
91768;Sea;06/09/2021;06/09/2021;10;Cartão de crédito;;DF;;1000;1000
94233;Sea;08/12/2021;06/09/2021;10;Boleto;;SC;;1000;1000
94234;Sea;02/22/2022;06/09/2021;10;Cartão de crédito;;RJ;;1000;1000
94235;Sea;11/10/2021;06/08/2021;10;Boleto;;SP;;1000;1000
94236;Sea;02/21/2022;06/08/2021;10;Boleto;;SC;;1000;1000
94237;Sea;06/08/2021;06/08/2021;10;Boleto;;SP;;1000;1000
94238;Sea;06/01/2022;06/08/2021;10;Cartão de crédito;;CE;;1000;1000
94239;Sea;06/14/2022;06/08/2021;10;Boleto;;SP;;1000;1000
94240;Sea;08/05/2021;06/08/2021;10;Cartão de crédito;;SP;;1000;1000
94241;Sea;09/23/2021;06/07/2021;10;Cartão de crédito;;SP;;1000;1000
94242;Sea;06/14/2022;06/07/2021;10;Cartão de crédito;;PB;;1000;1000
94243;Sea;;06/07/2021;10;Cartão de crédito;;RJ;;1000;1000
94243;Sea;06/07/2021;06/07/2021;10;Boleto;;RJ;;1000;1000
94244;Sea;11/10/2021;06/07/2021;10;Boleto;;SP;;1000;1000
94245;Sea;11/19/2021;06/07/2021;10;Cartão de crédito;;SP;;1000;1000
